adult,title,genres,homepage,runtime,overview,poster_path,release_date,original_language
False,Party Monster,"['Comedy', 'Drama', 'Crime']",,98,"The New York club scene of the 80s and 90s was a world like no other. Into this candy-colored, mirror ball playground stepped Michael Alig, a wannabe from nowhere special. Under the watchful eye of veteran club kid James St. James, Alig quickly rose to the top... and there was no place to go but down.",https://image.tmdb.org/t/p/original/fAkq4jzFttRaxpIt7HhpsiFGhxI.jpg,05/09/2003,en
False,The Coast Guard,"['Drama', 'War']",,96,"A member of Coast Guard Platoon 23, Private Kang monitors a high-infiltration stretch of beach lined with barbed-wire fencing. Driven by the belief that killing a spy is the highest honor, he waits for a chance to prove his worth.",https://image.tmdb.org/t/p/original/ezHR68DZeyKgRraAZd3eGCgmIl.jpg,22/11/2002,ko
False,Pan's Labyrinth,"['Fantasy', 'Drama', 'War']",,118,"Living with her tyrannical stepfather in a new home with her pregnant mother, 10-year-old Ofelia feels alone until she explores a decaying labyrinth guarded by a mysterious faun who claims to know her destiny. If she wishes to return to her real father, Ofelia must complete three terrifying tasks.",https://image.tmdb.org/t/p/original/7PurMm0gUOJZ8Uk0oyuZlt1CKfJ.jpg,10/10/2006,es
False,Take My Eyes,"['Romance', 'Drama']",,109,"One winter night, Pilar runs away from home. With her, she takes only a few belongings and her son, Juan. Antonio soon sets out to look for her. He says Pilar is his sunshine, and what's more, ""She gave him her eyes""...",https://image.tmdb.org/t/p/original/2U9z48ULc5eQSlkERAaLjTZ276m.jpg,08/10/2003,es
False,Vollidiot,"['Comedy', 'Drama']",http://www.vollidiot-derfilm.de/,102,"Based on Tommy Jaud's bestselling novel, this comedy focuses on a dispassionate clerk and his set-backs in life. 29-year-old Simon works in a phone shop, but his thoughts just circle around finding a new girl-friend after being left by his last one year ago. While his Croatian cleaner tries to procure him, his efforts to chat up women in clubs also fail. However, he finds the woman of his dreams (and mother of their future children) in his most hated coffee shop, although not having a clue how to win her heart...",https://image.tmdb.org/t/p/original/bbtlSUOiNLEV1JvS99WtwKpBtE5.jpg,11/04/2007,de
False,Breakfast on Pluto,"['Drama', 'Comedy']",http://www.breakfastonpluto.co.uk/,128,"In the 1970s, a young transgender woman called “Kitten” leaves her small Irish town for London in search of love, acceptance, and her long-lost mother.",https://image.tmdb.org/t/p/original/14tmdb1PiLNDZf3VD29S2nUKVV0.jpg,16/11/2005,en
False,The Man Who Loved Women,"['Drama', 'Comedy', 'Romance']",,119,At Bertrand Morane's burial there are many of the women that the 40-year-old engineer loved. In flashback Bertrand's life and love affairs are told by himself while writing an autobiographical novel.,https://image.tmdb.org/t/p/original/doFxMMzi8waOGe0LXjQgWYBSyju.jpg,27/04/1977,fr
False,The Departed,"['Drama', 'Thriller', 'Crime']",http://thedeparted.com,151,"To take down South Boston's Irish Mafia, the police send in one of their own to infiltrate the underworld, not realizing the syndicate has done likewise. While an undercover cop curries favor with the mob kingpin, a career criminal rises through the police ranks. But both sides soon discover there's a mole among them.",https://image.tmdb.org/t/p/original/nT97ifVT2J1yMQmeq20Qblg61T.jpg,04/10/2006,en
False,Flying Saucer Rock 'N' Roll,"['Adventure', 'Comedy', 'Horror', 'Science Fiction']",http://www.flyingsaucerrocks.com/,85,Flying Saucer Rock N Roll is the debut feature film from the father-son duo Eric and Joe Callero. The year is 1957 as a group of rockabilly and beatnik teens are visited by weed smoking Martian zombies who have come to take their earth women. Filmed with respect for classic horror films and full of laughs as the viewer is taken on an adventure like no other.,,18/03/2006,en
False,November,"['Drama', 'Mystery', 'Thriller']",,73,"Sophie Jacobs is going through the most difficult time of her life. Now, she just has to find out if it's real.",https://image.tmdb.org/t/p/original/qqCn3bYlG85dlVdUBd5Vjv3i0Qg.jpg,18/01/2004,en
False,Maria am Wasser,['Drama'],http://www.maria-am-wasser-derfilm.de/,100,,https://image.tmdb.org/t/p/original/xfzBxVK2oz8tkeH2oFm6XyEfZMQ.jpg,08/03/2007,de
False,Perfume: The Story of a Murderer,"['Crime', 'Fantasy', 'Drama']",,147,"Jean-Baptiste Grenouille, born in the stench of 18th century Paris, develops a superior olfactory sense, which he uses to create the world's finest perfumes. However, his work takes a dark turn as he tries to preserve scents in the search for the ultimate perfume.",https://image.tmdb.org/t/p/original/2wrFrUej8ri5EpjgIkjKTAnr686.jpg,13/09/2006,en
False,Once Upon a Time in Mexico,"['Action', 'Drama', 'Mystery']",,102,"A CIA agent hires hitman ""El Mariachi"" to assassinate a Mexican general hired by a drug kingpin attempting a coup d'état.",https://image.tmdb.org/t/p/original/oY0Yqsj4TwkjELkIHXJimjdbV8M.jpg,11/09/2003,en
False,25th Hour,"['Crime', 'Drama']",,135,"In New York City in the days following the events of 9/11, Monty Brogan is a convicted drug dealer about to start a seven-year prison sentence, and his final hours of freedom are devoted to hanging out with his closest buddies and trying to prepare his girlfriend for his extended absence.",https://image.tmdb.org/t/p/original/uW7tTRElr2tRhmAVESzvHy4ByXg.jpg,19/12/2002,en
False,Bowling for Columbine,"['Documentary', 'Drama']",https://michaelmoore.com/movies/bowling-for-columbine/,120,"This is not a film about gun control. It is a film about the fearful heart and soul of the United States, and the 280 million Americans lucky enough to have the right to a constitutionally protected Uzi. From a look at the Columbine High School security camera tapes to the home of Oscar-winning NRA President Charlton Heston, from a young man who makes homemade napalm with The Anarchist's Cookbook to the murder of a six-year-old girl by another six-year-old. Bowling for Columbine is a journey through the US, through our past, hoping to discover why our pursuit of happiness is so riddled with violence.",https://image.tmdb.org/t/p/original/5AlgeysilsfLdEwlTlYO7fqgsLn.jpg,09/10/2002,en
False,The Devil's Backbone,"['Fantasy', 'Drama', 'Horror', 'Thriller']",,108,"Spain, 1939. In the last days of the Spanish Civil War, the young Carlos arrives at the Santa Lucía orphanage, where he will make friends and enemies as he follows the quiet footsteps of a mysterious presence eager for revenge.",https://image.tmdb.org/t/p/original/iP1z1aJzPnkP8FHg77TS7ukqoEZ.jpg,20/04/2001,es
False,Tarnation,"['Documentary', 'Drama']",,91,"Filmmaker Jonathan Caouette's documentary on growing up with his schizophrenic mother -- a mixture of snapshots, Super-8, answering machine messages, video diaries, early short films, and more -- culled from 19 years of his life.",https://image.tmdb.org/t/p/original/7zeQapdvD8poOizcaHwzmPxN9Km.jpg,19/10/2003,en
False,The Warrior,"['History', 'Drama', 'Action', 'War']",,155,"In 1375, China was in chaos between Yuan Dynasty and Ming Dynasty. Coryo (an ancient kingdom of Korea then) sent a delegation of many diplomats, soldiers and a silent slave to make peace with the new Chinese government. However, this delegation got charged as spies and sent in exile to a remote desert.",https://image.tmdb.org/t/p/original/i0lpQfqQHN7vEYzSHOk6B65dQbb.jpg,07/09/2001,ko
False,Abgefahren,"['Action', 'Comedy']",,86,"Mia is dreaming of one day being the youngest driver in the Dakar Rally. She's pretty and loves the challenge. One day she gets to know the driving instructor Sherin, an exotic beauty of mid-twenties. She takes Mia to a secret car race out of town.",https://image.tmdb.org/t/p/original/8sYl3KbwaIInvkgPX5DM0tn3GuV.jpg,31/03/2004,de
False,Regoch,['Animation'],http://fairytales4you.net/,23,,,20/11/2006,en
False,Anna and the King,"['Drama', 'Romance', 'History']",,148,The story of the romance between the King of Siam (now Thailand) and the widowed British school teacher Anna Leonowens during the 1860s. Anna teaches the children and becomes romanced by the King. She convinces him that a man can be loved by just one woman.,https://image.tmdb.org/t/p/original/PIlOkljucv7HnvATbn4JwrAvSn.jpg,16/12/1999,en
False,Little Children,"['Drama', 'Romance']",http://www.littlechildrenmovie.com,137,"The lives of two lovelorn spouses from separate marriages, a registered sex offender, and a disgraced ex-police officer intersect as they struggle to resist their vulnerabilities and temptations.",https://image.tmdb.org/t/p/original/so9xla7b7WfFiarDwOukhQpRuyd.jpg,06/10/2006,en
False,The Contract,"['Drama', 'Action', 'Thriller', 'Crime']",,96,"Attempting to recover from a recent family trauma by escaping into the woods for a peaceful hiking trip, an ex-lawman and his young son stumble across a dangerous contract killer.",https://image.tmdb.org/t/p/original/sU2yzV3T1LetBdQPAeBRDb4YwLo.jpg,05/04/2006,en
False,Full Metal Village,['Documentary'],http://www.zorrofilm.de/de/profile.php?id=197,90,"The film describes the microcosmos of the small village Wacken and shows the clash of the cultures, before and during the biggest heavy metal festival in Europe.",https://image.tmdb.org/t/p/original/62uE6zG7I3RvZl0b4mFBoUpCAet.jpg,19/04/2007,de
False,The Virgin Suicides,"['Drama', 'Romance']",http://www.paramountvantage.com/virginsuicides/html_3/,97,"A group of male friends become obsessed with five mysterious sisters who are sheltered by their strict, religious parents.",https://image.tmdb.org/t/p/original/1NCQtXPQnaHRjOZVmktA9BSM35F.jpg,31/12/1999,en
False,Junebug,"['Comedy', 'Drama']",,106,"On the way to meet with an independent artist in the South, newlywed art dealer Madeleine is convinced by her husband, George, that they should stop to meet his family in North Carolina. Madeleine's affluent lifestyle clashes with the family, but she befriends George's wide-eyed and pregnant sister-in-law, Ashley, who is nearing her due date. Through the family, Madeleine gains greater insight into George's character.",https://image.tmdb.org/t/p/original/asC6UOPrR6OlNMiyXbeXWu08SOG.jpg,03/08/2005,en
False,The Wisdom of Crocodiles,"['Fantasy', 'Horror']",,98,A vampire in London is searching for the ideal woman to 'redeem' him.,https://image.tmdb.org/t/p/original/neFQlILZLL7U6XfH5hI7nKsLHiM.jpg,27/11/1998,en
False,Blood: The Last Vampire,"['Action', 'Adventure', 'Horror', 'Science Fiction', 'Thriller']",,91,"On the surface, Saya is a stunning 16-year-old, but that youthful exterior hides the tormented soul of a 400-year-old ""halfling"". Born to a human father and a vampire mother, she has for centuries been a loner obsessed with using her samurai skills to rid the world of vampires, all the while knowing that she herself can survive only on blood like those she hunts.",https://image.tmdb.org/t/p/original/uzuYpbdFkNYqnBdOvhWqZxhHa5C.jpg,02/04/2009,en
False,Superman Returns,"['Science Fiction', 'Action', 'Adventure']",https://www.warnerbros.com/movies/superman-returns,154,"Superman returns to discover his 5-year absence has allowed Lex Luthor to walk free, and that those he was closest to felt abandoned and have moved on. Luthor plots his ultimate revenge that could see millions killed and change the face of the planet forever, as well as ridding himself of the Man of Steel.",https://image.tmdb.org/t/p/original/385XwTQZDpRX2d3kxtnpiLrjBXw.jpg,28/06/2006,en
False,"Clean, Shaven","['Drama', 'Crime', 'Thriller']",,79,"Peter Winter is a young schizophrenic who is desperately trying to get his daughter back from her adoptive family. He attempts to function in a world that, for him, is filled with strange voices, electrical noise, disconcerting images, and jarringly sudden emotional shifts. During his quest, he runs afoul of the law and an ongoing murder investigation.",https://image.tmdb.org/t/p/original/kpMXYy0L2GHrIVyDF0HkEiDK1Wd.jpg,05/09/1993,en
False,Touch of Evil,"['Crime', 'Thriller', 'Mystery']",,111,"When a car bomb explodes on the American side of the U.S./Mexico border, Mexican drug enforcement agent Miguel Vargas begins his investigation, along with American police captain Hank Quinlan. When Vargas begins to suspect that Quinlan and his shady partner, Menzies, are planting evidence to frame an innocent man, his investigations into their possible corruption quickly put himself and his new bride, Susie, in jeopardy.",https://image.tmdb.org/t/p/original/1pvRgmfBaoMczIJBOi9gCOZ4FMC.jpg,30/03/1958,en
False,Metal Skin,"['Action', 'Drama']",,115,"Psycho Joe loves one thing: fast cars! When he gets a job at a local supermarket, Joe meets fellow ""petrol head"" Dazey, who quickly becomes his idol and best friend. Soon after, Joe falls for Savina, a goth girl who practices black magic. But Savina has already fallen for Dazey and will do anything to get him -- including using Joe's feelings for her. In true Shakespearean fashion, this trio race down the road to tragedy.",https://image.tmdb.org/t/p/original/1rPtJZbFIusaA8Ieg3MnJgzJv3U.jpg,21/02/1994,en
False,Laws of Gravity,"['Action', 'Drama']",,100,"Jimmy and Jon are a couple of Brooklyn guys who somehow never found their way into workaday society; they never found their way into big-time crime, either.",https://image.tmdb.org/t/p/original/zFN3C7flx1xj3dxGEAsSK7Uz7bB.jpg,21/03/1992,en
False,Begotten,"['Fantasy', 'Horror']",,72,"Begotten is the creation myth brought to life, the story of no less than the violent death of God and the (re)birth of nature on a barren earth.",https://image.tmdb.org/t/p/original/qYJh4HESlOyZll77erHcVAKqrbt.jpg,05/06/1991,en
False,The Deathmaker,['Drama'],,110,"Fritz Haarmann, who has killed at least 27 boys, is questioned by a psychology professor in order to find out whether he is sane and can be held responsible for his crimes. During this interrogation Haarmann reveals his motives and his killing methods.",https://image.tmdb.org/t/p/original/1BaHXGZB7UTNWylELBz0DkjIs31.jpg,23/11/1995,de
False,Get Carter,"['Crime', 'Thriller']",https://www.getcarterfilm.co.uk/,112,"Jack Carter is a small-time hood working in London. When word reaches him of his brother's death, he travels to Newcastle to attend the funeral. Refusing to accept the police report of suicide, Carter seeks out his brother’s friends and acquaintances to learn who murdered his sibling and why.",https://image.tmdb.org/t/p/original/suvNK1hd7LnVhsumteyflDGlrgL.jpg,03/02/1971,en
False,Hellboy,"['Fantasy', 'Action']",,122,"In the final days of World War II, the Nazis attempt to use black magic to aid their dying cause. The Allies raid the camp where the ceremony is taking place, but not before they summon a baby demon who is rescued by Allied forces and dubbed ""Hellboy"". Sixty years later, Hellboy serves the cause of good rather than evil as an agent in the Bureau of Paranormal Research & Defense, along with Abe Sapien - a merman with psychic powers, and Liz Sherman - a woman with pyrokinesis, protecting America against dark forces.",https://image.tmdb.org/t/p/original/xohSnVY9gub1Z30CdrikW9yygTW.jpg,02/04/2004,en
False,Mongolian Ping Pong,"['Drama', 'Comedy']",,102,"Bilike has never seen a ping-pong ball before. He and his family live without electricity and running water in a solitary tent home among the vast steppe grasslands. The magnificent landscape here has changed little since the days of Genghis Kahn. But life in the middle of nowhere can be exciting for a young boy. The smallest of details become big events for curious Bilike and his best friends Erguotou and Dawa. The mystery of the small white ball floating in the creek leads to questions about the world around them, as well as innocent mischief.",https://image.tmdb.org/t/p/original/yVzn3We2n1rNgYhQVKLWCqLnUNX.jpg,11/06/2005,zh
False,Singendes Wasser,['Drama'],,9,,,01/01/2007,de
False,The Illusionist,"['Fantasy', 'Drama', 'Thriller', 'Romance']",,110,"With his eye on a lovely aristocrat, a gifted illusionist named Eisenheim uses his powers to win her away from her betrothed, a crown prince. But Eisenheim's scheme creates tumult within the monarchy and ignites the suspicion of a dogged inspector.",https://image.tmdb.org/t/p/original/4I1oOPHNrHLcvz3wTMuETJLws9z.jpg,18/08/2006,en
False,1492: Conquest of Paradise,"['Action', 'Adventure', 'Drama', 'History']",,154,1492: Conquest of Paradise depicts Christopher Columbus’ discovery of The New World and his effect on the indigenous people.,https://image.tmdb.org/t/p/original/glNQqBfVI9imY8TgenOwmWXbMff.jpg,09/10/1992,en
False,Miss Congeniality,"['Comedy', 'Crime', 'Action']",,111,"When the local FBI office receives a letter from a terrorist known only as 'The Citizen', it's quickly determined that he's planning his next act at the Miss America beauty pageant. Because tough-as-nails Gracie Hart is the only female Agent at the office, she's chosen to go undercover as the contestant from New Jersey.",https://image.tmdb.org/t/p/original/q1m9ME0zvncnFDmKXC43RqZr8mU.jpg,22/12/2000,en
False,Curse of the Golden Flower,"['Action', 'Drama', 'Fantasy']",http://ent.sina.com.cn/hjj/,114,"During China's Tang dynasty the emperor has taken the princess of a neighboring province as his wife. She has borne him two sons and raised his eldest. Now his control over his dominion is complete, including the royal family itself.",https://image.tmdb.org/t/p/original/gHkkDpfo5YnOrbVfwtDHi91BkrU.jpg,14/12/2006,zh
False,Kingdom of Heaven,"['Drama', 'Action', 'Adventure', 'History', 'War']",,144,"After his wife dies, a blacksmith named Balian is thrust into royalty, political intrigue and bloody holy wars during the Crusades.",https://image.tmdb.org/t/p/original/uk55nBEFIQFveIiy9jvLGiVtk4h.jpg,03/05/2005,en
False,Cool as Ice,"['Romance', 'Music', 'Comedy']",,91,"Freewheeling, motorcycle-riding musician Johnny rolls into a small town with his band, and meets Kathy, an honor student who catches his eye. Meanwhile, Kathy's father, after being in the Witness Protection Program, is finally tracked down by two corrupt cops he escaped from years ago, who want the money he owes them.",https://image.tmdb.org/t/p/original/fO0YbAJiMPFMquixdZgbC98I3MP.jpg,18/10/1991,en
False,Teenage Mutant Ninja Turtles II: The Secret of the Ooze,"['Science Fiction', 'Adventure', 'Action', 'Comedy', 'Family']",,88,"The Turtles and the Shredder battle once again, this time for the last cannister of the ooze that created the Turtles, which Shredder wants to create an army of new mutants.",https://image.tmdb.org/t/p/original/Hyvvz9Z3le1is8a0EeFJQm0aSC.jpg,22/03/1991,en
False,Teenage Mutant Ninja Turtles,"['Science Fiction', 'Action', 'Adventure', 'Comedy', 'Family']",,93,"A quartet of humanoid turtles, trained by their mentor in ninjitsu, must learn to work together to face the menace of Shredder and the Foot Clan.",https://image.tmdb.org/t/p/original/shfAU6xIIEAEtsloIT3n9Fscz2E.jpg,30/03/1990,en
False,Teenage Mutant Ninja Turtles III,"['Action', 'Adventure', 'Comedy', 'Family', 'Fantasy', 'Science Fiction']",,96,"The four turtles travel back in time to the days of the legendary and deadly samurai in ancient Japan, where they train to perfect the art of becoming one. The turtles also assist a small village in an uprising.",https://image.tmdb.org/t/p/original/fwX5RdPDBFsbEAXc46DrvRz5Bca.jpg,17/03/1993,en
False,The Last King of Scotland,['Drama'],,123,"Young Scottish doctor, Nicholas Garrigan decides it's time for an adventure after he finishes his formal education, so he decides to try his luck in Uganda, and arrives during the downfall of President Obote. General Idi Amin comes to power and asks Garrigan to become his personal doctor.",https://image.tmdb.org/t/p/original/mTtgpH6UnHUtD8moRJUzfGLOZTj.jpg,12/01/2006,en
False,Pathfinder,"['Adventure', 'Action']",,99,"A Viking boy is left behind after his clan battles a Native American tribe. Raised within the tribe, he ultimately becomes their savior in a fight against the Norsemen.",https://image.tmdb.org/t/p/original/mME7efKNTU7jzXTgFkI1t0aQUiz.jpg,11/01/2007,en
False,Spy Game,"['Action', 'Crime', 'Thriller']",,126,"On the day of his retirement, a veteran CIA agent learns that his former protégé has been arrested in China, is sentenced to die the next morning in Beijing, and that the CIA is considering letting that happen to avoid an international scandal.",https://image.tmdb.org/t/p/original/6y8M1rxjKofQCRKKe6xeV91K2Fc.jpg,18/11/2001,en
False,Changing Lanes,"['Thriller', 'Action', 'Drama']",,98,"A rush-hour fender-bender on New York City's crowded FDR Drive, under most circumstances, wouldn't set off a chain reaction that could decimate two people's lives. But on this day, at this time, a minor collision will turn two complete strangers into vicious adversaries. Their means of destroying each other might be different, but their goals, ultimately, will be the same: Each will systematically try to dismantle the other's life in a reckless effort to reclaim something he has lost.",https://image.tmdb.org/t/p/original/8wh9WzTKo5pJw3EgHYWA60W7Kbl.jpg,07/04/2002,en
False,Collateral,"['Drama', 'Crime', 'Thriller']",,120,Cab driver Max picks up a man who offers him $600 to drive him around. But the promise of easy money sours when Max realizes his fare is an assassin.,https://image.tmdb.org/t/p/original/iOpi3ut5DhQIbrVVjlnmfy2U7dI.jpg,04/08/2004,en
False,Keine Lieder über Liebe,"['Music', 'Drama', 'Romance']",,98,"As Tobias, a young director, supposes that his girl-friend Ellen had an affair with his brother Markus, front man of ""Hansen"", one year ago, he decides to shoot a documentary about the band's next tour. When Ellen joins the project, everybody's emotions boil over, although they are observed all the time.",https://image.tmdb.org/t/p/original/jq1Pbm0SevZBTwUaIIDC5b8CE1i.jpg,26/10/2005,de
False,Heading South,"['Drama', 'Romance']",,108,"A story of three female tourists who visit Haiti, in order to enjoy the sexual nature of the young men.",https://image.tmdb.org/t/p/original/46VpNNJNAubG1iB4CXtQYSaNMA0.jpg,25/01/2006,fr
False,Thelma & Louise,"['Drama', 'Thriller', 'Crime', 'Adventure']",,130,"Whilst on a short weekend getaway, Louise shoots a man who had tried to rape Thelma. Due to the incriminating circumstances, they make a run for it and thus a cross country chase ensues for the two fugitives. Along the way, both women rediscover the strength of their friendship and surprising aspects of their personalities and self-strengths in the trying times.",https://image.tmdb.org/t/p/original/vbRAGLzbC75QfiKD1lKjmnQGuph.jpg,24/05/1991,en
False,Office Space,['Comedy'],,90,"A depressed white-collar worker tries hypnotherapy, only to find himself in a perpetual state of devil-may-care bliss that prompts him to start living by his own rules, and hatch a hapless attempt to embezzle money from his soul-killing employers.",https://image.tmdb.org/t/p/original/v7fBXxHZ5WQn2PGgpXhTqHgtcJk.jpg,19/02/1999,en
False,Emma's Bliss,"['Drama', 'Romance']",http://emmas-glueck.pandorafilmverleih.de/,103,"Upon being informed that he is fatally ill with cancer, Max, who works at a used car store, steals money which his boss has gained through illegal means. When fleeing from the scene of the crime Max crashes his car. He is pulled unconscious from the destroyed vehicle by a homely young woman, Emma, who lives alone on a farm where Max decides to stay in order to hide from the police and his boss.",https://image.tmdb.org/t/p/original/oAmV7016TqB8gGigvLe2gjTYnHW.jpg,16/07/2006,de
False,Imagine Me & You,"['Drama', 'Comedy', 'Romance']",http://www.foxsearchlight.com/imaginemeandyou/,93,"During her wedding ceremony, Rachel notices Luce in the audience and feels instantly drawn to her. The two women become close friends, and when Rachel learns that Luce is a lesbian, she realizes that despite her happy marriage to Heck, she is falling for Luce. As she questions her sexual orientation, Rachel must decide between her stable relationship with Heck and her exhilarating new romance with Luce.",https://image.tmdb.org/t/p/original/a7CbxY3TMwFKX6awlBxhb7Es6tS.jpg,27/01/2006,en
False,Thumbsucker,"['Comedy', 'Drama']",,96,"Justin Cobb, a teenager in suburban Oregon, copes with his thumb-sucking problem, romance, and his diagnosis with ADHD and subsequent experience using Ritalin.",https://image.tmdb.org/t/p/original/fBLjXNRkH0KuC5JEnGBUZx3SQw3.jpg,23/01/2005,en
False,The Lost Boys,"['Horror', 'Comedy', 'Thriller']",,97,A mother and her two teenage sons move to a seemingly nice and quiet small coastal California town yet soon find out that it's overrun by bike gangs and vampires. A couple of teenage friends take it upon themselves to hunt down the vampires that they suspect of a few mysterious murders and restore peace and calm to their town.,https://image.tmdb.org/t/p/original/nH1lvyQvfbL5GKScTtT6zkIvDEn.jpg,31/07/1987,en
False,Ghost World,"['Comedy', 'Drama']",,111,"Two quirky, cynical teenaged girls try to figure out what to do with their lives after high school graduation. After they play a prank on an eccentric, middle aged record collector, one of them befriends him, which causes a rift in the girls' friendship.",https://image.tmdb.org/t/p/original/uwKqnUPE4dSM0kKuMW0vXpURh2T.jpg,20/07/2001,en
False,Games of Love and Chance,"['Romance', 'Drama']",,124,"A group of teenagers living in a housing project in the outskirts of Paris rehearse a scene from Marivaux's play of the same name. Krimo is determined not to take part, but after developing feelings for Lydia, he quickly assumes the main role and love interest in the play.",https://image.tmdb.org/t/p/original/vrGRVDJqa9WcFbfoIV9vYV3Fg7d.jpg,25/11/2003,fr
False,Pieces of April,"['Comedy', 'Drama']",http://www.piecesofaprilmovie.com/,81,"Quirky and rebellious April Burns lives with her boyfriend in a low-rent New York City apartment miles away from her emotionally distant family. But when she discovers that her mother has a fatal form of breast cancer, she invites the clan to her place for Thanksgiving. While her father struggles to drive her family into the city, April -- an inexperienced cook -- runs into kitchen trouble and must ask a neighbor for help.",https://image.tmdb.org/t/p/original/qEbo0OwAaWgLSxp4lXyoCbnmrxh.jpg,17/10/2003,en
False,Flatliners,"['Drama', 'Science Fiction', 'Horror']",,115,"Five medical students want to find out if there is life after death. They plan to stop one of their hearts for a few seconds, thus simulating death, and then bring the person back to life.",https://image.tmdb.org/t/p/original/wda3j7p7YHXKpFIlSzoTCtP7myF.jpg,10/08/1990,en
False,Parenthood,"['Comedy', 'Drama']",,124,"The story of the Buckman family and friends, attempting to bring up their children. They suffer/enjoy all the events that occur: estranged relatives, the 'black sheep' of the family, the eccentrics, the skeletons in the closet, and the rebellious teenagers.",https://image.tmdb.org/t/p/original/e51tNNQBJpJi9xkyuj0QFhyBcz7.jpg,31/07/1989,en
False,The Beat That My Heart Skipped,"['Music', 'Drama', 'Crime']",http://www.debattremoncoeursestarrete-lefilm.com/,107,"Like his father, Tom is a real estate agent who makes his money from dirty, and sometimes brutal, deals. But a chance encounter prompts him to take up the piano and become a concert pianist. He auditions with the help of a beautiful, young virtuoso pianist who cannot speak French - music is their only exchange. But pressures from the ugly world of his day job soon become more than he can handle.",https://image.tmdb.org/t/p/original/tGH2kEVM78VsdXPX4TnhHq7Qdxa.jpg,16/03/2005,fr
False,Down by Law,"['Crime', 'Drama', 'Comedy']",,106,"A disc jockey, a pimp and an Italian tourist escape from jail in New Orleans.",https://image.tmdb.org/t/p/original/4IyxoUQ7BB5kcSd7gASe2dTyWu7.jpg,20/09/1986,en
False,The Spanish Apartment,"['Drama', 'Comedy', 'Romance']",,122,"A strait-laced French student moves into an apartment in Barcelona with a cast of six other characters from all over Europe. Together, they speak the international language of love and friendship.",https://image.tmdb.org/t/p/original/qKq4uLZDAJhBfpRsfPRYouQ5jW5.jpg,19/06/2002,fr
False,Funeral Parade of Roses,['Drama'],,105,"In late 60s Tokyo,  Eddie, a young drag queen, is the favourite of Gonda, the owner of the bar where she works. This relationship provokes the jealousy of Gonda's mistress, Leda, the bar's matron. Eddie and Gonda decide to get rid of her...",https://image.tmdb.org/t/p/original/7cRQ6rSGajW2soWDr3voEN2rgYO.jpg,13/09/1969,ja
False,23,"['Drama', 'Thriller']",,99,"The movie's plot is based on the true story of a group of young computer hackers from Hannover, Germany. In the late 1980s the orphaned Karl Koch invests his heritage in a flat and a home computer. At first he dials up to bulletin boards to discuss conspiracy theories inspired by his favorite novel, R.A. Wilson's ""Illuminatus"", but soon he and his friend David start breaking into government and military computers. Pepe, one of Karl's rather criminal acquaintances senses that there is money in computer cracking - he travels to east Berlin and tries to contact the KGB.",https://image.tmdb.org/t/p/original/7QCfZb0KTN3Iu8jkLoog3NRBNud.jpg,02/07/1998,de
False,Learning to Lie,"['Comedy', 'Drama']",http://www.liegenlernen.de/,87,"18-year-old school boy Helmut falls in love with fellow pupil Britta. He starts working for a Peace movement to get to know Britta. Britta, however, suddenly moves to San Francisco to live with her father and whilst there, finds a new boyfriend. Helmut studies, literature and politics in his home town and have a relationship with another girl from his former school, now studying medicine at the same university but they break up after having an affair with her roommate. Helmut begins a lot of short affairs with different women but still searches for his first girl.",https://image.tmdb.org/t/p/original/p8zlm6zE8NKgxCBr5UEOW17o488.jpg,02/07/2003,de
False,Sweet Movie,['Comedy'],,98,"The winner of the Miss World Virginity contest marries, escapes from her masochistic husband and ends up involved in a world of debauchery.",https://image.tmdb.org/t/p/original/vMdeO3ebJGyfkK0PKtwNQiSaS8G.jpg,12/06/1974,en
False,Singapore Sling,"['Comedy', 'Horror', 'Drama']",,112,"Singapore Sling is chasing after Laura, a romantic memory from his past. One night he finds himself in a mysterious villa, watching two women bury a body. He falls into their trap and, in an atmosphere of isolation and decadence, the trio act out insane pleasure games and a ritual of blood and murder.",https://image.tmdb.org/t/p/original/btTYcALtXvE9j8xjvlGOnLT1cQI.jpg,06/12/1990,el
False,Mouchette,['Drama'],,81,A young girl living in the French countryside suffers constant indignities at the hand of alcoholism and her fellow man.,https://image.tmdb.org/t/p/original/raizDhYcnFXwIiQNSrJi3rY4Jhn.jpg,28/03/1967,fr
False,28 Weeks Later,"['Horror', 'Thriller', 'Science Fiction']",,100,"The inhabitants of the British Isles have lost their battle against the onslaught of disease, as the deadly rage virus has killed every citizen there. Six months later, a group of Americans dare to set foot on the isles, convinced the danger has come and gone. But it soon becomes all too clear that the scourge continues to live, waiting to pounce on its next victims.",https://image.tmdb.org/t/p/original/ja8nzgtzhJq0vtX3BJcnbceIxCF.jpg,26/04/2007,en
False,Sans Soleil,['Documentary'],,100,"A woman narrates the thoughts of a world traveler, meditations on time and memory expressed in words and images from places as far-flung as Japan, Guinea-Bissau, Iceland, and San Francisco.",https://image.tmdb.org/t/p/original/2ZmVbnecEeGoZCimxMhpY0Nz7eh.jpg,02/03/1983,fr
False,Daybreak Express,"['Documentary', 'Music']",,5,"Set to a classic Duke Ellington recording ""Daybreak Express"", this is a five-minute short of the soon-to-be-demolished Third Avenue elevated subway station in New York City.",https://image.tmdb.org/t/p/original/1rmVFYVga9bAgDc13sLPIbdA4Kp.jpg,01/01/1953,en
